iter	RMSE
244	0.003642106383
245	0.00361976676
246	0.003597292133
247	0.003575090216
248	0.003553175567
249	0.003529610063
250	0.003509667055
251	0.003488241786
252	0.003466048098
253	0.003446722638
254	0.003425695265
255	0.003406641944
256	0.003387728667
257	0.003367169271
258	0.003348576388
259	0.003328227725
260	0.003308097663
261	0.003288139278
262	0.003268028465
263	0.003248335471
264	0.003228749818
265	0.003209053531
266	0.003189671175
267	0.003170412841
268	0.003151293886
269	0.003132355241
270	0.003113633969
271	0.003095048428
272	0.003076530927
273	0.0030582116
274	0.003041585015
275	0.003022488479
276	0.003004545166
277	0.002986565868
278	0.002968808289
279	0.002950772073
280	0.002932518489
281	0.002915176794
282	0.002897949486
283	0.002880800318
284	0.002863181877
285	0.002846344626
286	0.002828959798
287	0.0028122955
288	0.002795812683
289	0.002779447933
290	0.002762138461
291	0.002746002827
292	0.002729975392
293	0.002714066329
294	0.002698206723
295	0.002682501756
296	0.002665924794
297	0.002650395352
298	0.002634992965
299	0.002619671736
300	0.002604526016
301	0.002589489734
302	0.002574564565
303	0.002559732571
304	0.002545014565
305	0.002530210676
306	0.002515709679
307	0.002500297222
308	0.002485931061
309	0.002471301562
310	0.002457195197
311	0.002443179944
312	0.00242885635
313	0.00241504996
314	0.002401341237
315	0.0023870721
316	0.002373562698
317	0.002359498085
318	0.002346178892
319	0.002332955675
320	0.002319807615
321	0.002306118571
322	0.002292520217
323	0.002279660037
324	0.002266257114
325	0.002253586808
326	0.002240360783
327	0.002227230568
328	0.002214195498
329	0.002200729233
330	0.002187882792
331	0.002175122463
332	0.002162454725
333	0.002149878944
334	0.002137394492
335	0.002125565161
336	0.00211383356
337	0.002101610504
338	0.002089829725
339	0.002077775132
340	0.002065802173
341	0.002053916599
342	0.002042117823
343	0.0020304109
344	0.00201878382
345	0.002007241817
346	0.001995784323
347	0.001984410779
348	0.001973120629
349	0.001961918149
350	0.00195079299
351	0.001939749592
352	0.001928787418
353	0.001917905937
354	0.001907104622
355	0.001896382948
356	0.001885740398
357	0.001875176458
358	0.001864690617
359	0.00185428237
360	0.001843951216
361	0.001833696656
362	0.001823521355
363	0.001813418385
364	0.001803390546
365	0.001793437356
366	0.001783558337
367	0.001773753015
368	0.001764020919
369	0.001754361583
370	0.001744774542
371	0.001735259339
372	0.001725815515
373	0.001716442618
374	0.0017071402
375	0.001697907813
376	0.001688745015
377	0.001679651366
378	0.001670626431
379	0.001661669775
380	0.00165278097
381	0.001643959587
382	0.001635231115
383	0.001626541294
384	0.001617943488
385	0.00160938361
386	0.001600889122
387	0.001592459614
388	0.001584094678
389	0.001575793909
390	0.001567556905
391	0.001559383267
392	0.001551272599
393	0.001543224505
394	0.001535238595
395	0.001527322912
396	0.00151946862
397	0.001511675322
398	0.001503928871
399	0.001496242761
400	0.001488626643
401	0.001481070006
402	0.001473559006
403	0.001466118492
404	0.001458736339
405	0.001451412172
406	0.001444145618
407	0.001436918058
408	0.001429763992
409	0.001422666458
410	0.001415625093
411	0.001408639536
412	0.00140170943
413	0.00139483442
414	0.001388014152
415	0.001381248276
416	0.001374536446
417	0.001367878314
418	0.001361273538
419	0.001354721778
420	0.001348222694
421	0.00134177595
422	0.001335381212
423	0.001329038149
424	0.001322746429
425	0.001316505726
426	0.001310315714
427	0.001304176069
428	0.001298086469
429	0.001292046594
430	0.001286056127
431	0.001280114752
432	0.001274222155
433	0.001268378024
434	0.001262582048
435	0.001256833919
436	0.001251133331
437	0.001245479978
438	0.001239873556
439	0.001234313765
440	0.001228800305
441	0.001223332877
442	0.001217911185
443	0.001212534933
444	0.001207203829
445	0.001201917581
446	0.001196675898
447	0.001191478491
448	0.001186325074
449	0.00118121536
450	0.001176149066
451	0.001171125908
452	0.001166145605
453	0.001161207877
454	0.001156312445
455	0.001151459033
456	0.001146647364
457	0.001141877164
458	0.00113714816
459	0.001132460079
460	0.001127812652
461	0.001123205609
462	0.001118638681
463	0.001114111603
464	0.001109624109
465	0.001105175934
466	0.001100766816
467	0.001096396492
468	0.001092064702
469	0.001087771187
470	0.001083515687
471	0.001079297947
472	0.00107511771
473	0.001070974721
474	0.001066868727
475	0.001062799474
476	0.001058766712
477	0.001054770191
478	0.00105080966
479	0.001046884871
480	0.001042995578
481	0.001039141535
482	0.001034790614
483	0.001031005757
484	0.00102673386
485	0.001022506385
486	0.001018823199
487	0.00101467295
488	0.001011056534
489	0.001006982389
490	0.001002950965
491	0.0009994326416
492	0.0009954755758
493	0.000992021665
494	0.0009881378667
495	0.0009842951387
496	0.0009809358277
497	0.0009771646693
498	0.0009738674684
499	0.0009701668178
500	0.0009669308195
501	0.0009632996255
502	0.0009601239306
503	0.0009565611524
504	0.0009534448702
505	0.0009499494775
506	0.0009464917878
507	0.0009434626971
508	0.0009400707913
509	0.0009370989261
510	0.0009337718006
511	0.0009308562986
512	0.0009275929599
513	0.0009247329668
514	0.0009215324312
515	0.0009187271006
516	0.0009155883942
517	0.0009128368878
518	0.0009097590465
519	0.0009038432329
520	0.0009008208177
521	0.0008950146815
522	0.000889295452
523	0.0008836618221
524	0.0008810014607
525	0.0008754713964
526	0.0008728568384
527	0.0008674286592
528	0.0008620821051
529	0.0008592654892
530	0.0008540191666
531	0.0008488519086
532	0.0008437625187
533	0.0008412896344
534	0.0008337397183
535	0.0008310550093
536	0.0008284003897
537	0.000823497088
538	0.0008162025805
539	0.000813614393
540	0.0008088556087
541	0.0008065514307
542	0.0007995061853
543	0.0007970041504
544	0.000794530393
545	0.0007899451176
546	0.000783138098
547	0.0007807261766
548	0.000776275921
549	0.0007739229038
550	0.0007673472718
551	0.0007650381963
552	0.0007607368851
553	0.0007543692532
554	0.0007521199755
555	0.0007500820709
556	0.0007463149667
557	0.0007426003596
558	0.000740427579
559	0.0007343188306
560	0.0007321866234
561	0.0007285873952
562	0.000725038571
563	0.0007229612301
564	0.0007170821326
565	0.000715138283
566	0.0007116996165
567	0.0007079007026
568	0.0007060777839
569	0.000704274129
570	0.0006986429742
571	0.0006968745564
572	0.0006951248863
573	0.000693393795
574	0.0006877472737
575	0.0006860496374
576	0.0006843700846
577	0.0006826392187
578	0.0006809278296
579	0.0006756486999
580	0.0006739740379
581	0.0006723182335
582	0.0006706810858
583	0.0006690623965
584	0.0006674619694
585	0.0006643923507
586	0.0006628236586
587	0.0006612726996
588	0.0006597392854
589	0.00065822323
590	0.0006530147485
591	0.0006515314176
592	0.0006500648836
593	0.0006486149689
594	0.0006471814981
595	0.0006457642975
596	0.0006407474459
597	0.0006393610411
598	0.0006379903802
599	0.0006366352974
600	0.0006352956284
601	0.0006326003839
602	0.0006279790929
603	0.0006266765769
604	0.0006240527746
605	0.0006227716824
606	0.0006215052453
607	0.000618917711
608	0.0006176730375
609	0.0006138091372
610	0.0006125887458
611	0.0006096503227
612	0.0006084512627
613	0.0006072660246
614	0.0006042544765
615	0.0006020242141
616	0.0005991662815
617	0.0005980192556
618	0.0005958355596
619	0.000593674396
620	0.0005894187326
621	0.0005866496943
622	0.0005855214322
623	0.0005834162142
624	0.0005813327983
625	0.0005771413702
626	0.0005744636006
627	0.0005733790241
628	0.0005713507784
629	0.0005693436139
630	0.0005682857116
631	0.0005663061592
632	0.0005643471803
633	0.000560344705
634	0.0005577919677
635	0.0005567901633
636	0.0005548813303
637	0.000552992429
638	0.0005511232494
639	0.0005472271904
640	0.0005447709717
641	0.0005423510862
642	0.0005414728239
643	0.0005396679861
644	0.000538806112
645	0.0005370265831
646	0.0005352657711
647	0.0005335234795
648	0.0005298107244
649	0.0005273883921
650	0.0005256774192
651	0.0005239845593
652	0.0005203640192
653	0.0005181016005
654	0.0005157627208
655	0.0005141146594
656	0.0005124841973
657	0.0005088679241
658	0.0005064614188
659	0.0005030741599
660	0.0005002557581
661	0.0004974828843
662	0.0004947546891
663	0.0004924227431
664	0.0004906652248
665	0.0004889292167
666	0.0004868758002
667	0.0004842559323
668	0.0004818105235
669	0.0004792558865
670	0.0004770787391
671	0.000476285784
672	0.0004731220901
673	0.0004706510874
674	0.0004683556159
675	0.0004659460043
676	0.0004637196436
677	0.0004613697954
678	0.0004593867284
679	0.0004563486241
680	0.0004540707051
681	0.0004519730491
682	0.0004497514785
683	0.0004478906052
684	0.0004453725757
685	0.0004432212666
686	0.0004412438957
687	0.0004393082512
688	0.0004371925745
689	0.0004352751362
690	0.0004329966711
691	0.0004323384046
692	0.0004299374784
693	0.000427911924
694	0.0004260824082
695	0.0004242502763
696	0.0004224548022
697	0.0004205099291
698	0.0004183830471
699	0.000416639995
700	0.0004129713827
701	0.0004124342081
702	0.0004090239063
703	0.0004084972606
704	0.000407976704
705	0.0004046324148
706	0.0004041220528
707	0.0004008384665
708	0.0004003020251
709	0.0003997718563
710	0.0003965534985
711	0.0003960343147
712	0.0003955210586
713	0.0003923666176
714	0.0003918637637
715	0.0003913670478
716	0.0003882748124
717	0.0003877881159
718	0.0003873069009
719	0.0003842760725
720	0.0003838046618
721	0.0003805906558
722	0.000379499695
723	0.0003784218153
724	0.0003779664956
725	0.0003750455548
726	0.0003745994657
727	0.0003735452397
728	0.0003706827134
729	0.0003702485291
730	0.0003674392879
731	0.0003664095341
732	0.000365986522
733	0.0003631533519
734	0.0003619138673
735	0.0003615034386
736	0.0003588067869
737	0.0003584045557
738	0.0003556788232
739	0.0003547649766
740	0.000354372365
741	0.0003534704914
742	0.0003508023724
743	0.0003504190912
744	0.0003495116556
745	0.0003468955445
746	0.0003465213612
747	0.0003456275885
748	0.0003429940079
749	0.0003415097542
750	0.0003411100041
751	0.0003396695579
752	0.0003392771457
753	0.000338890054
754	0.0003363915924
755	0.0003360125124
756	0.0003350735491
757	0.0003326928109
758	0.0003323240353
759	0.0003314079366
760	0.0003289318753
761	0.0003279334808
762	0.0003255674502
763	0.0003246638149
764	0.0003223419389
765	0.0003213771587
766	0.0003204848687
767	0.0003183006951
768	0.0003179568542
769	0.0003170167266
770	0.0003148772928
771	0.0003140023688
772	0.0003119052877
773	0.0003115908702
774	0.0003112804504
775	0.0003092220657
776	0.0003083149235
777	0.0003074599902
778	0.0003054454687
779	0.0003040638426
780	0.0003027106506
781	0.0003005182229
782	0.0003002225838
783	0.000299350372
784	0.0002980276605
785	0.0002958855284
786	0.000294587693
787	0.0002924868643
788	0.0002912134346
789	0.0002891530983
790	0.0002880890912
791	0.0002863070296
792	0.0002850686271
793	0.0002837009168
794	0.000281700302
795	0.0002806722523
796	0.0002787136035
797	0.0002776223132
798	0.0002759238271
799	0.0002751389834
800	0.0002741442027
801	0.0002722394222
802	0.0002705937372
803	0.000269429082
804	0.000268297958
805	0.0002664478062
806	0.0002654265231
807	0.0002636170033
808	0.0002622993624
809	0.0002607326191
810	0.0002597445565
811	0.0002582077764
812	0.0002569337612
813	0.0002554290441
814	0.0002544742171
815	0.000252998191
816	0.0002517664651
817	0.0002503212473
818	0.0002493985174
819	0.0002477837435
820	0.000246190084
821	0.0002455217543
822	0.0002439539154
823	0.0002424065103
824	0.0002408792434
825	0.0002402388285
826	0.0002387360973
827	0.000237252861
828	0.0002357888396
829	0.0002348794383
830	0.0002334375572
831	0.0002320143217
832	0.0002306094649
833	0.0002298685843
834	0.0002284840464
835	0.0002271173507
836	0.0002255506766
837	0.0002240157259
838	0.0002225118884
839	0.0002209675707
840	0.0002199589017
841	0.00021845221
842	0.0002174666
843	0.000216497009
844	0.0002159546551
845	0.0002149430079
846	0.0002134912628
847	0.0002128331922
848	0.0002118983623
849	0.0002108856323
850	0.0002102462634
851	0.0002094546298
852	0.0002080589332
853	0.0002068371875
854	0.0002054936932
855	0.0002048150262
856	0.0002041452773
857	0.0002032792412
858	0.0002019760067
859	0.0002013226748
860	0.0001999989436
861	0.0001987338204
862	0.0001974959281
863	0.0001968608582
864	0.0001962341947
865	0.0001953945516
866	0.0001943508057
867	0.000193326203
868	0.0001923204027
869	0.0001913330693
870	0.0001903638731
871	0.000189123297
872	0.0001881526507
873	0.0001869582933
874	0.0001860410979
875	0.0001851061554
876	0.0001839541844
877	0.0001832259767
878	0.0001823195217
879	0.0001816450116
880	0.0001805294165
881	0.0001796749638
882	0.0001790125734
883	0.0001778895867
884	0.0001770334006
885	0.000176382547
886	0.0001753175899
887	0.000174819379
888	0.0001741828067
889	0.0001734042788
890	0.0001726374321
891	0.0001718098085
892	0.0001708197269
893	0.0001698425527
894	0.0001690950195
895	0.0001683586078
896	0.0001676331354
897	0.0001669717086
898	0.0001660212449
899	0.0001653625181
900	0.0001644278373
901	0.0001635053523
902	0.0001625948871
903	0.0001617526632
904	0.0001610628126
905	0.0001603831363
906	0.0001597586106
907	0.0001588760973
908	0.0001580050926
909	0.0001571959154
910	0.0001565415084
911	0.000155896717
912	0.0001552288891
913	0.0001543859611
914	0.0001536031819
915	0.0001529758002
916	0.0001523946489
917	0.0001515747041
918	0.0001507654752
919	0.0001499949415
920	0.0001492347584
921	0.0001484848031
922	0.0001477449542
923	0.0001470150916
924	0.0001462819714
925	0.0001455645549
926	0.0001448568526
927	0.0001442283143
928	0.0001436074207
929	0.0001429940765
930	0.0001422283412
931	0.0001415519952
932	0.0001409551071
933	0.0001402046076
934	0.0001396176379
935	0.0001389652567
936	0.0001382788042
937	0.0001377081725
938	0.0001371444977
939	0.0001365876932
940	0.0001358651965
941	0.0001352441022
942	0.0001347023172
943	0.0001339941127
944	0.0001333895218
945	0.0001325573624
946	0.000131910339
947	0.0001313194251
948	0.0001308039218
949	0.0001299706922
950	0.0001291562675
951	0.000128360254
952	0.0001279986331
953	0.0001276406974
954	0.0001268653046
955	0.0001265122926
956	0.0001261628868
957	0.000125817055
958	0.0001252817992
959	0.0001247550237
960	0.0001244149884
961	0.0001236405245
962	0.0001231237023
963	0.0001223876563
964	0.0001220557617
965	0.0001215524198
966	0.0001207995279
967	0.0001203046271
968	0.0001195662563
969	0.0001190796266
970	0.0001183554747
971	0.0001176604058
972	0.0001173527978
973	0.0001170348972
974	0.0001167202674
975	0.0001162021869
976	0.0001158921109
977	0.0001151936125
978	0.0001148916432
979	0.0001145863825
980	0.0001140823883
981	0.0001137815454
982	0.0001132858146
983	0.0001129893192
984	0.0001126958895
985	0.0001120232035
986	0.0001117279398
987	0.000111439065
988	0.0001109579932
989	0.0001106732978
990	0.0001102001126
991	0.0001099195305
992	0.0001096418628
993	0.0001088944599
994	0.0001084332598
995	0.0001081612025
996	0.000107891985
997	0.0001073237214
998	0.0001066282964
999	0.0001059482945
